PSS10_avg,Dem_age
3.3,26
2.7,30
2.2,45
2.9,39
1.4,40
1.8,63
2.11111111111111,38
2.1,65
1.6,39
3.1,26
3.9,34
2.7,38
2.5,22
3,32
1.2,42
2.5,39
3.8,28
2.6,30
2,42
2.5,26
3.6,24
1.1,29
2.4,44
1.9,55
2.1,28
2.4,22
3.5,32
2.1,30
3.1,29
3.3,33
2,59
3.3,25
NA,26
1.1,38
3.1,26
2.9,29
NA,49
3.8,24
2.8,38
2.1,37
2.5,28
2.4,25
3.8,25
2.6,41
1,60
1.4,36
2.3,32
2.8,30
1.8,69
1.7,41
3.2,26
3.2,43
2.6,29
2.6,21
1.8,23
1.8,51
2.3,50
2,46
2.7,30
2,29
NA,33
3.6,32
2.7,20
1.6,41
2.3,38
3.6,33
2.1,26
2.2,36
2.2,23
NA,32
2.2,27
2.3,26
2,34
2.2,38
2.9,33
1.8,31
2.4,30
2.5,36
NA,27
2.1,32
2.9,47
1.8,32
2.4,26
4.3,24
3.1,25
2.4,35
2.4,43
1.4,30
1.4,57
3.5,25
2.2,22
2.1,26
2.7,30
3.1,30
3,55
3,26
1.7,24
3.1,20
2.3,32
2.6,29
2.9,31
4,25
2.7,31
3.5,26
3.2,37
2.5,30
3,24
2.3,28
1.1,48
NA,31
NA,26
2,28
3.7,22
4,31
2.5,49
3.7,30
2.1,65
2,29
2.5,27
2.2,27
3,26
1.8,28
2.4,30
2.3,25
1.75,67
2.6,38
NA,31
3.4,36
2.9,27
2.7,56
2.3,37
NA,28
1.9,49
2.6,54
1.4,27
3.2,34
1.4,26
3.1,42
2.1,37
2.7,41
1.7,46
3.2,25
1.8,49
2,33
2.3,23
2.4,39
2.3,32
3.5,26
2.7,19
NA,25
NA,68
2.1,23
2.3,33
1.7,58
1.5,67
2.4,43
2.6,27
3.4,25
4.4,31
3.9,26
3.3,25
1.9,33
NA,52
4.3,26
2.8,31
2.1,26
2.2,26
1.4,75
2.9,23
1.7,51
3.6,37
1.5,31
2.2,30
1.8,46
2.7,34
2.5,29
2,27
NA,28
2.1,28
2.3,42
1.5,31
2,38
2.1,52
1.7,24
2.7,37
3.8,25
1.3,35
4,23
2.7,35
2.4,27
4,21
2.6,37
1.5,41
2,27
2.8,22
1.1,25
2.2,42
3.4,38
2.7,38
2.9,42
3.7,41
2.9,27
2.5,25
1.6,27
2.2,37
1.8,29
2.3,37
3.9,25
1.8,72
NA,65
4,24
3.4,19
2.4,34
3.3,21
2.4,33
2.11111111111111,58
2.1,36
2.9,39
NA,24
2.6,38
2.5,28
1.3,25
1.9,26
2.6,33
2.4,30
2.3,34
1.6,25
2.1,18
2.5,41
1.9,40
2.7,38
2.1,47
3.2,31
1.5,42
2.7,26
2.4,33
2.6,26
1.6,60
2.4,35
1.9,26
NA,32
1.9,40
3.5,25
2.6,29
1.6,44
4,24
2.5,43
2.5,27
2.3,23
2.6,24
2.5,21
2.9,25
1.2,27
2.1,32
2,27
3.5,43
NA,31
2.4,23
1.6,54
2,48
2.5,26
2.8,20
2.7,34
2.5,24
3.3,24
3.5,30
2.9,23
2.8,27
2.4,35
4.1,37
NA,24
1.9,27
2.2,28
2.3,31
3.4,29
1.6,27
NA,23
2.7,21
3.1,32
NA,29
2.2,23
2.5,25
2.3,27
NA,38
2.3,29
1.6,26
1.8,27
1.9,39
2.6,43
3.2,30
1.6,43
2.3,22
3.3,27
2.6,30
2,30
1.8,22
3.3,31
1.8,25
NA,38
2.2,43
3.2,38
2.6,44
4.2,48
3.7,24
2.8,30
2.2,45
2.7,38
2.4,36
2,29
4.1,41
NA,35
2.9,23
2.2,47
2,35
2.2,27
NA,24
2.8,24
2.3,40
2.6,31
1.9,34
1.8,26
3.1,39
1.8,44
2.5,29
1.3,41
2.4,27
2.6,26
1.7,21
1.3,33
1.7,36
2.1,68
3.6,31
2.9,25
2.9,34
1.9,26
2.2,60
2.2,36
1.7,48
3,25
1.9,29
2.1,33
3.5,56
2.8,43
2.5,44
3.7,28
3.8,21
3.2,29
2.7,26
3.3,24
2.9,30
1.5,22
2.9,33
3.2,40
2.5,38
2.3,39
3.2,36
2.1,34
1.6,30
2.8,32
1.6,32
2.7,35
2.8,58
2.6,27
3.5,29
3.3,29
2.8,42
2.9,29
2.4,35
2.6,31
3.5,27
2.2,37
2.6,23
3.9,21
2.5,22
2.8,27
1.5,33
1.8,28
1.8,31
2.5,69
3,32
2.8,26
2.6,29
2.6,26
2.7,44
NA,29
1.8,51
3.6,20
3.4,37
1.6,29
2.5,29
2.2,53
3.1,48
1.9,38
3.1,19
1.8,51
3.1,33
2.2,36
1.6,34
2.9,21
3.22222222222222,38
3,26
2.6,37
NA,31
2.1,46
1.8,79
1.4,43
2.3,26
2.5,34
1.7,27
2.5,40
2.1,56
2.8,34
3,34
3,26
4.3,27
3.5,23
3.3,23
NA,33
1.6,29
2.3,22
3.1,24
3.8,53
2.8,56
2.1,26
2,77
2.1,52
2.1,31
2.2,49
1.6,39
2.1,25
2.2,37
3.2,42
2.8,29
2.5,22
1.5,31
3.4,33
2.9,54
1.8,28
1.9,58
2.9,33
2,29
2.1,27
3,24
NA,24
4.1,19
3.2,24
3.9,26
2.7,24
3.8,33
NA,39
NA,20
2,32
4.1,25
2.6,40
3.9,24
3,56
3.5,30
3,21
NA,28
2.1,37
2.5,38
4,28
2.2,38
2.6,23
3.5,48
2.3,33
3.4,23
3.3,34
2.2,53
2,26
2.8,23
NA,32
1.8,46
2.1,29
2,25
2,37
2.8,50
2.2,29
1.44444444444444,29
2.1,65
2.5,34
2.6,30
4.1,27
2.4,34
NA,18
2.4,24
2.7,34
2.2,43
2.6,29
3,27
2.1,42
NA,53
NA,28
1.4,48
2.1,40
4,23
2.3,22
2.9,41
1.3,51
NA,24
2.1,26
1.9,38
2.7,22
3.3,26
3.8,44
2.6,28
1.2,27
2.1,39
2.4,33
2.1,47
3.6,27
2.9,26
2.5,63
4.1,32
2.6,26
2.1,27
1.7,27
2.4,22
3.2,36
1.7,32
NA,34
1.8,24
NA,47
3.9,20
1.5,28
1.2,36
2.1,30
2.1,31
3.1,25
1.4,33
3.4,36
3.1,21
3.3,26
2,39
2.5,27
2.1,37
2.5,45
2.5,31
2.1,25
1.3,26
3.2,21
3.3,36
1.9,27
3.4,28
3.1,23
1.7,48
2.7,41
2,30
1.9,29
2.8,27
1.8,53
2.8,25
3.5,24
NA,28
3.7,50
2.8,42
1.8,48
3,21
2.3,31
2.2,53
2.9,58
1.7,48
2.3,24
1.9,29
1.6,36
2.6,35
3.2,36
2.6,34
2,37
2.8,28
NA,39
3.7,31
2.9,34
1.7,42
4.8,56
NA,69
1.9,26
2.5,24
3.6,31
3.8,31
3.3,35
3.7,24
2,35
2.1,34
2.1,45
3.6,28
3.3,27
3,22
1.8,23
1.8,32
2.4,28
2,40
2.6,58
2,28
NA,33
1.9,29
3,29
1.8,28
3,29
NA,18
1.7,19
2.8,29
NA,30
3.2,26
3.7,34
NA,27
3,31
2.3,25
2.4,29
2,56
3.2,36
2.8,38
2.2,22
2.2,31
2.4,30
2.7,22
2.5,61
2.5,33
2.3,36
1.9,43
2,25
1.7,40
3.6,26
2.2,28
1.9,41
2.7,38
3.1,42
2.1,28
3.4,25
2.6,28
2.8,31
3.8,19
2.7,55
2.7,33
3.6,25
3.7,28
3.2,32
2.4,30
1.4,60
NA,23
2.2,66
1.6,30
1.8,28
2.6,38
2.3,56
2.9,20
4.3,24
3.1,29
3,27
3.8,43
2.1,30
3.3,35
1.6,43
3.7,38
3,37
2.2,42
2.3,30
2.5,40
3.3,23
3,22
3,34
1.7,30
4,24
1.7,27
3.5,39
4,23
1.9,26
3.4,37
3.8,19
1.8,48
2.5,29
3.2,20
1.7,36
1.9,30
3.7,27
1.7,47
3,18
1.6,39
2.1,42
NA,21
2.5,28
2.3,69
NA,25
2.6,23
1.6,37
2.1,27
3.4,25
3.3,28
2,27
2.9,32
3.5,25
1.3,49
3.5,25
1.9,44
3.4,28
3,23
2.3,31
1.6,35
2.5,32
1.6,44
2.2,30
2.1,29
2,23
2.4,28
2.4,26
2.5,39
2.5,27
3.2,29
3.1,24
3.7,30
2.9,41
2.8,24
3.9,26
3.6,25
1.8,28
3.2,26
2.5,34
NA,44
2.4,29
1.6,73
2.3,56
2.4,27
3.6,24
2.3,25
3.2,26
2.6,42
2.2,25
1.8,31
2.2,24
2.7,34
1.9,35
2,42
2.3,27
4.4,24
2.2,38
1.7,34
3.1,24
3,24
3.1,33
2.7,29
2,46
1.7,24
3.3,27
2.1,29
3.6,29
2.6,32
3.1,43
2,29
2.8,50
3.1,28
1.8,59
NA,27
1.6,63
3.9,25
1.9,29
1.5,30
2.7,32
2.8,28
3.1,27
2.2,31
1.6,44
2.5,31
1.8,40
2.3,64
NA,36
3.8,26
2,24
3.4,21
2.9,32
2.3,52
3.9,29
3.5,24
2.7,37
2.6,26
2.3,29
2.5,30
1.8,38
4,18
2,30
NA,27
2.2,23
3.8,23
3.2,32
1.9,69
2.4,28
2.3,25
2.4,53
2.1,25
2.2,38
3.4,29
2.4,20
NA,25
NA,31
2.4,39
3.5,28
2.3,22
2.5,31
2,27
2.3,41
2.6,34
3.1,26
2.5,40
2.9,53
1.8,72
2.4,32
2.3,32
3.1,29
2.2,34
3.2,34
2.3,22
3.2,44
2.3,36
4.3,30
2,18
2.5,27
1.3,35
2.1,21
NA,33
1.4,62
3.3,19
3,29
3.1,34
2.3,22
2.2,38
2.8,27
3.6,29
1.6,32
2.1,26
2.4,26
2,30
2.9,22
3.2,31
3.2,22
1.5,28
1.6,20
3.5,32
1.7,33
NA,49
2.3,22
3.1,30
NA,27
2.3,56
1.4,30
2.1,48
4,23
3,26
2.7,33
2.4,28
3,28
2.2,31
3.6,23
3.1,30
2.4,40
1.9,32
3.5,25
2.7,29
1.9,28
2.5,60
2.2,26
1.7,31
3,34
NA,33
2.2,30
1.6,35
2.8,40
1.6,24
2.9,37
2.8,22
2.2,29
1.2,27
1.3,30
3.8,30
1.9,38
2.6,44
3.4,21
2.9,26
2,26
NA,31
1.9,23
NA,30
4.4,18
2.8,38
2.9,29
1.9,31
3.1,28
3.7,28
2.8,31
3.4,20
2,23
2.7,42
3.7,24
3.6,27
3.6,24
3.7,37
3.2,18
2.3,24
1.7,25
3.1,33
2.8,77
3,48
2.4,34
NA,26
NA,70
3.1,37
1.8,24
3.5,30
3,50
1.8,41
1.5,40
1.8,43
1.5,53
2.4,65
2.3,22
2.3,38
1.5,53
2.2,29
2.7,35
1.6,37
2.3,44
1.9,60
2.1,46
3.5,43
2.8,50
2.1,51
2.8,29
3.2,38
NA,51
2.1,53
3.8,40
3,55
2.3,33
NA,31
NA,64
3.3,46
1.1,31
1.1,55
1.4,45
2.2,64
1.4,52
2.2,62
2.6,24
2.8,48
NA,38
1,54
2.3,58
1.5,59
1.7,63
2.2,34
3.9,41
2.2,53
1.9,62
2.7,43
NA,29
1.7,56
NA,27
2.6,30
1.9,65
3.3,22
2.9,29
2.3,32
4,30
2.1,35
NA,45
2.6,57
2.2,52
2.3,31
2.2,18
2.2,55
2.3,54
1.6,47
2.8,26
1.5,46
3,28
2.2,43
1.6,66
NA,62
2.1,53
1.77777777777778,52
2.9,29
1.7,46
2,34
2.2,53
1.9,55
3.3,34
1,58
1.8,54
2.5,28
3.4,38
2.8,39
1.5,30
1.3,31
2,49
1.9,40
1.7,60
2.5,65
2.3,41
1.11111111111111,33
3.8,20
3.8,41
3.8,32
2.5,66
2.8,18
1.9,40
4,33
2.1,41
1.7,29
NA,55
1.7,65
2,48
1.3,63
4,53
1.5,57
2.5,50
2.8,32
1.5,56
2.1,27
1.7,47
2.1,26
2.1,43
2.1,57
2,45
2.1,57
NA,44
2.6,50
2.1,69
2.6,44
3.1,37
2.3,59
2.8,29
3.1,37
2.4,25
3.8,48
NA,38
1.6,68
1.6,45
2,65
2.9,51
2,52
2.6,36
3.1,44
3.3,47
3,36
2.2,48
2.9,37
1.8,63
1.6,64
3.2,75
NA,43
2.4,38
3.7,28
3.5,55
2.2,64
2.5,47
2.9,57
3.3,66
2.8,20
3.2,26
2.6,48
1.88888888888889,51
2.8,55
4,35
3.2,38
2.1,40
3.3,29
2.6,30
2.3,67
2,66
2,43
2.6,35
NA,57
2,68
1.8,65
3.3,61
3.1,50
2.8,52
3.4,48
2.9,45
3.4,34
1.5,61
1.7,65
2,39
2.1,39
2,63
NA,43
3.3,39
3.22222222222222,29
3.9,45
4.1,37
2.8,33
2.4,45
1.3,64
2.5,64
2.6,68
4.2,24
2.7,19
2.1,63
4,60
2.1,69
1.8,48
3.6,41
2.6,21
3.3,40
2.8,38
2.9,62
NA,29
1.8,38
2.1,54
2.4,33
2.2,69
2.1,65
1.9,32
1.7,55
NA,61
2.6,45
3.7,30
NA,48
1.9,53
3.7,19
2.6,52
3.2,60
NA,67
2.9,42
2.4,73
NA,34
2.3,69
NA,57
2.6,45
4.1,18
2.77777777777778,50
2.5,55
NA,58
2.3,57
2.9,52
1.9,52
3.1,45
2.4,72
3.2,62
1.6,30
2.7,22
NA,25
2.7,37
2.6,55
2.5,51
1.7,54
2.7,65
3.1,54
3.6,26
1,24
2.9,39
2.4,59
1.8,34
1.8,71
2.4,49
1.6,56
3.5,64
2.3,55
1.7,47
2.2,48
3.2,19
1.8,28
NA,22
1.1,55
1.9,46
1.5,22
1.6,44
1.5,39
NA,53
1.7,56
1.7,54
1.9,45
1.9,58
3.3,37
2.8,44
3,46
2.8,30
2,57
2.1,60
2.8,71
1.3,49
NA,52
2.7,45
1.5,69
1.7,34
3.4,52
2.2,25
2.1,19
1.3,57
2.9,51
3.2,38
2.5,63
2,45
3.3,34
1.4,51
2,34
2.7,46
1.7,62
1.8,31
2.6,19
2,59
3.2,64
2.4,57
1.3,64
2.2,49
3,24
4,25
2.4,58
3,54
2.5,40
2.4,36
NA,60
3.9,41
2.5,23
1,22
2,58
2.5,23
3.5,37
2.3,31
3.5,36
1.7,68
3.7,43
1.4,62
1.2,56
NA,44
1.8,63
1.9,61
3.1,30
1.8,22
2.9,41
2,30
2,21
2.4,54
2.7,47
2.7,55
1.9,66
2.5,70
1.8,25
3.1,21
4.1,28
2.8,47
1.5,61
2.4,25
3.5,40
2.6,50
2.5,66
2.5,58
3,65
2,52
1.5,72
2.6,32
NA,46
3.6,48
2.8,33
3.2,45
3.3,23
1.6,44
3.5,51
2.3,54
3.11111111111111,43
2.8,35
1.6,49
3.5,32
1.6,37
3.6,24
2,60
2.2,59
NA,20
1.6,32
NA,55
1.6,65
2.2,67
3.4,51
3,38
2.2,45
3.1,18
2.1,57
3.1,29
2.2,72
2.2,31
1.3,55
2.4,25
1.8,59
2.4,65
NA,73
2.3,48
1.7,54
2,53
2.7,25
2.6,43
2.1,41
3.6,44
3.5,26
1.9,46
3.2,53
2.8,62
2.4,32
2.9,28
1.7,55
2.1,38
1.5,40
1.9,49
1.5,52
3.4,34
2,58
1.8,49
2.5,45
1.6,33
2.7,46
3.1,56
1.9,26
NA,74
1.6,39
2.8,74
1.2,62
3.4,27
3.2,35
2.4,44
1.7,50
2.7,40
2.6,51
1.2,63
1.3,39
2.3,56
2.4,71
3.7,35
1.5,28
3,23
2.9,40
1.9,25
1.7,57
3.1,44
NA,59
1.3,40
1.6,58
2.8,68
2.5,30
1.8,73
2.4,44
1.6,70
1.7,68
1.8,60
1.8,43
1.4,76
2.3,59
1.5,61
1.9,52
2.4,41
1.6,56
3.1,52
2.2,60
2.8,33
2.5,37
2.8,33
2.7,59
1.7,41
3,25
2.4,41
2.9,35
1.5,50
4.2,25
2,46
2,53
NA,49
3.5,33
1.3,56
3.2,18
2.7,38
2,59
3.2,64
1.6,49
1.7,63
1.5,51
1.7,50
2,59
1.6,70
2.3,33
1.8,65
1.9,51
2.7,64
2.2,36
NA,31
3.3,61
2.5,38
1.8,63
3.8,31
1.4,56
3,45
2.7,24
1.5,63
2.1,74
NA,25
2.6,57
1.9,49
1.9,43
1.9,64
1.6,33
NA,57
1.5,55
1.5,44
1.7,51
2.6,68
3.4,35
2.6,26
2.5,63
2,33
2.7,26
3.1,18
2,52
NA,20
1.6,52
2.3,35
2.4,28
1.9,54
2.1,21
2.1,57
2.7,26
1.9,30
2.2,63
1.6,47
2.7,36
2.6,52
1.8,41
1.8,60
3.5,22
2.2,61
1.5,47
1.6,48
3.2,38
2.1,44
1.3,48
3.1,59
3.3,28
2.5,54
3.4,36
1.1,72
1.2,58
1.5,37
2.5,51
3,28
2.4,44
3.1,48
1.5,59
2.3,51
2.9,31
1.6,48
1.33333333333333,39
1.8,57
2.1,59
2.7,32
1.8,61
3.9,40
1.7,67
NA,18
3.2,27
3.7,43
3,37
2.4,51
NA,63
2,64
1.9,58
1.5,45
1.2,66
1.6,49
1.2,64
2.1,42
1.5,38
2.2,37
1.6,59
1.3,73
2.4,60
2.1,34
2.7,34
1.2,44
3.6,37
2.3,45
1.6,67
3.4,25
1.7,53
2.1,39
2.3,59
2.2,58
1.3,63
2.5,43
1.2,66
3.6,38
2.1,24
2.9,46
2.5,58
1.8,32
1.9,52
2.6,34
NA,31
2.3,58
3.6,42
1.5,64
1.3,72
1,73
3.6,51
2.6,52
2.8,34
2,55
1.8,76
1.5,52
3.3,29
2.3,60
2.2,45
1.8,46
1.4,37
2.3,54
1.4,49
2,33
2.5,51
2.7,59
2.8,25
2.5,64
1.2,57
1.8,69
1,56
3.6,41
4.1,45
3.3,28
2.5,42
NA,38
2.7,45
NA,54
1.8,55
1.8,56
1,50
1.6,60
2.9,36
2,53
1.4,64
2.6,41
2.3,42
2.2,29
1.8,35
2.5,52
1.3,39
2.4,30
2.1,54
2.2,46
3.2,62
3.5,37
4.3,22
3.2,39
1.7,51
1.5,39
1.2,73
2,43
3.4,36
2.4,64
2.3,55
2.1,58
2.9,28
1.2,53
2.2,51
3.7,39
3.7,54
2.3,52
2.2,49
2.2,29
3.4,34
2.5,33
3.1,29
4.2,52
NA,32
1.3,26
3,29
2.1,53
1.4,29
1.9,27
2.7,62
2.2,39
3.4,27
1.9,56
1.4,66
1.8,26
1.2,56
2.9,36
2.1,35
2.2,44
3.8,50
3.2,62
2,29
1.6,38
3,37
2.9,28
1.8,48
3.1,54
3,44
1.6,44
1.7,29
2.2,53
2.6,54
NA,38
2.9,45
3,25
2.1,42
3.5,34
2.2,48
3.7,39
3.1,41
2.3,50
1.6,30
2.1,65
1.4,43
1.5,58
2.6,38
1.2,54
2.2,28
1.9,46
2.9,57
1.9,64
1.5,23
1.6,53
2.1,32
2.5,33
2.2,37
3.3,30
1.8,30
1.5,57
2.4,47
1.4,65
2.2,25
1.7,27
3.8,34
4.3,20
2.5,32
1.9,49
1.7,41
3,30
1.4,57
2.1,39
3.5,32
3.4,53
NA,29
1.9,33
3.2,32
2.5,48
1.6,60
2.2,65
1.7,66
3.2,43
1.8,41
NA,50
2.7,25
2,45
2.9,35
2,65
2,48
1.7,56
3.4,32
2.5,24
1.6,50
2.3,25
1.5,35
2.9,38
1.4,49
1.8,32
2.3,29
3.5,53
1.6,63
2.8,61
1.6,31
4,38
2.5,35
2.2,33
2.1,63
3.3,34
1.3,39
1.8,61
4.5,31
NA,61
2.9,22
NA,35
2.3,44
1.7,60
3.4,32
2.4,40
2.5,20
2.9,38
1.8,62
2.4,23
NA,53
1.4,30
2.8,33
2.6,27
1.6,32
2,41
2.2,33
2.9,48
3.5,39
2.9,52
1.8,31
1.6,51
NA,75
2.6,55
1.8,55
1.3,65
2.1,64
2.9,46
1.7,73
3.5,20
2.1,45
1.2,59
NA,49
3.3,26
2.1,20
3.5,40
1.8,65
1.8,23
2.2,28
NA,54
3.4,26
2.5,38
2.4,85
3.3,32
1.7,72
2.7,32
NA,65
2,41
3,57
1.4,56
NA,63
2.6,57
2.8,54
4.5,23
2.1,41
2.9,43
2.2,45
3.1,63
2.1,75
3.8,45
2,72
1.6,65
2.3,55
1.4,48
NA,53
1.7,65
3.2,39
1.2,41
2,46
2.9,41
4.2,26
3.6,25
1.9,29
1.6,58
2.1,43
1.7,65
1.4,59
NA,43
1.8,63
4.2,28
2.4,53
2.7,38
2.9,34
1.5,45
1.8,39
1.5,60
2.3,48
2.3,44
2.1,72
1.7,57
2.7,60
1.6,64
3.2,57
NA,35
2.8,23
3.2,60
1.7,51
4.5,39
2.3,47
1.8,42
3,36
2,25
2.8,72
3.6,55
1.9,24
3,71
1.3,43
2.11111111111111,34
2.1,65
1.9,39
3.2,28
3.5,37
3.3,63
2.2,66
2.4,49
1.9,55
1.3,72
2.8,55
1.11111111111111,71
1,53
1.9,42
3.2,43
1.6,70
4.2,19
NA,31
2.4,38
2.3,65
2,45
3,64
2.2,55
1.8,35
2.9,44
2.2,59
3.4,57
3.7,19
2.8,56
1.6,22
2.1,46
2.3,29
2.3,41
2.1,27
1.8,36
4,46
2.5,31
2.8,35
2.3,52
1.9,38
2,65
1.8,25
3.8,25
3.2,54
NA,28
2.6,64
1.9,72
NA,19
1.3,69
3.6,28
NA,25
3.8,20
1.8,38
3.2,28
3.11111111111111,46
3.9,24
NA,56
3.2,35
2.9,37
NA,37
2.8,29
3.4,40
2.3,29
1.9,32
NA,45
3.9,26
1.88888888888889,24
4.6,22
1.7,50
2.7,42
3.5,26
2.1,57
2.4,70
1.8,23
1.9,58
3.57142857142857,59
1.6,30
2.1,52
4,35
1.4,22
2.3,50
2.8,35
3.5,20
2.5,64
3.2,37
2.8,48
2,74
3.1,64
1.4,43
2.2,61
2.4,44
NA,48
1.6,33
3.4,44
2.5,44
2.4,31
NA,68
1.1,37
2.8,60
2.8,26
1.5,32
2.4,27
2.1,36
2.2,37
3.3,43
1.6,62
3.2,38
1.44444444444444,60
2.3,32
3.3,28
NA,44
3.1,44
2.9,29
3.4,61
NA,51
1.4,73
NA,46
1.5,29
1.8,42
2.4,26
2.3,37
3,39
3,43
2.5,56
1.9,34
3.5,25
NA,34
2.8,27
2.4,66
2.8,76
2.625,67
2.7,35
2.3,73
2,65
2,63
2.6,36
2.8,56
2.2,40
2.22222222222222,27
1.9,24
1.6,51
3.4,56
NA,24
2.1,39
2.7,29
2.7,69
2,49
NA,60
2.4,50
3.9,39
3,57
4.6,28
3.1,28
2.9,51
2.9,62
2.1,27
1.5,37
2.7,27
2.7,45
2.3,45
NA,60
2.2,30
2.4,29
2.4,54
3,60
4.1,30
3.6,57
3.4,32
NA,41
NA,21
2.7,26
NA,27
2.8,23
NA,37
3,49
NA,29
2.9,49
2.6,27
3.1,30
1.2,66
2.7,39
2.2,33
4.1,44
NA,23
2.9,74
2.9,67
1.8,31
3.8,38
4.6,45
3.5,33
2.3,63
3.2,52
2.6,38
3.5,38
1.8,64
2.3,78
3.9,29
NA,31
2.8,27
3.2,53
3.2,32
2.3,35
1.2,45
1.2,38
2.7,20
2.44444444444444,30
3,54
1.9,61
2.6,36
NA,26
2.1,50
2,30
2.4,49
2.9,50
2,46
2.7,36
3.1,27
2.9,28
2.2,33
2.2,61
1,68
3,66
3.1,64
1.4,60
1.5,70
2.2,49
2,25
3.125,37
1.2,62
3.2,34
1.5,32
3.2,52
3.7,22
2.2,32
1,63
4.2,27
2.4,35
2.7,34
1.5,30
2.9,46
2.5,42
2.2,53
2.2,36
2.8,30
3.3,33
2,50
2.6,31
2.6,35
2.2,27
2.4,69
1.6,52
2.2,43
1.5,47
3.5,38
2.7,47
1.7,76
2,38
NA,41
NA,33
2,33
2.9,24
2.2,38
2.8,35
3.4,30
2,31
NA,37
3.1,69
2.8,37
2.7,29
2.2,55
2.3,58
3.7,35
2.4,20
2.75,58
3.2,25
2.8,48
3.9,24
3.5,41
3.9,18
2.4,34
2.9,43
2.6,20
2.5,27
1.4,58
1.8,57
NA,59
1.4,73
2,41
2.1,39
3.3,28
1.8,70
3.2,50
1,50
2.8,30
1,67
2.4,58
1.2,60
2.9,74
2.66666666666667,71
3.2,35
2.3,20
2.8,35
2.7,38
1.6,44
2.7,37
2.6,29
2.7,58
1.3,59
2.6,33
3.4,49
NA,24
2.9,34
2.2,42
NA,49
2.4,51
2,66
2.9,34
NA,49
2.4,37
1.8,52
2.5,20
1.5,55
2.1,54
2.4,71
2.1,32
3.77777777777778,32
2.7,63
2.4,49
3.4,50
2.8,37
NA,56
3.6,70
2,39
1.2,71
NA,42
2.5,57
3.6,24
2.2,50
2.9,38
2.7,33
1.9,72
3.4,25
1.5,25
2.6,50
2.3,47
2.6,41
2.6,28
NA,45
1.8,64
2,54
3.2,23
2.9,26
3,48
NA,60
2.4,75
2.6,56
1.7,66
2.1,60
2,73
1.9,73
3.1,59
2.5,26
1.8,37
3.3,41
2.1,44
2.6,39
1.7,66
1.9,39
2.8,53
2.1,48
2.1,58
2.6,60
2.9,26
2.6,52
3,43
2.2,28
2,57
NA,28
1,49
NA,58
3.1,34
4.3,32
3.7,21
2,61
3,57
2.3,36
1.4,52
2.3,69
NA,62
NA,21
2.7,45
2.7,34
2,20
2.8,30
3.3,36
3.6,41
2.7,57
2.3,37
2.4,28
NA,37
1.9,57
3.4,28
NA,44
1.6,29
NA,58
4.5,31
NA,20
NA,30
1.3,62
2.3,63
2.9,29
2.2,26
2.5,42
3.1,43
1.7,27
1.3,30
2.1,22
2.2,64
4.8,19
3.4,48
3.1,39
1.6,42
2.7,38
3,32
1.3,41
3.2,48
3.3,62
2.3,50
2.7,19
1.6,63
1.8,27
3.1,20
1.77777777777778,35
NA,29
2.2,40
3.5,47
3.1,28
2,77
1,67
2.9,62
NA,31
1.2,49
2.6,66
1.6,65
2.5,29
2.7,35
2.1,66
1.8,45
1.9,30
3,24
3.7,19
2.2,31
2.8,38
1.8,59
2.4,24
2.2,71
2.2,59
2.6,38
1.4,71
2.7,24
1.8,77
2.5,50
2.1,47
3,42
1.5,44
2.4,22
2.3,41
2.7,36
1.16666666666667,87
2.5,29
NA,23
3,63
2.4,46
NA,60
1.8,26
1.9,33
2.3,19
1.9,29
2.1,35
1.8,40
3.3,25
3.4,25
2.7,55
NA,39
2.3,59
3.9,49
3.5,29
2.7,52
1.9,59
NA,40
2.1,53
1.6,64
2.8,67
1.8,37
3,52
3.1,48
2.6,46
3.5,40
2,42
3.5,36
2.7,25
1.4,30
3.1,25
2,72
1.8,48
1.6,45
3.2,24
3.2,23
2.2,49
NA,58
2.2,52
2.3,33
1,70
2.6,39
NA,40
3,42
2.8,40
2.8,35
4.2,38
2.7,41
2,31
NA,32
3.5,48
2.4,29
1.2,73
NA,68
1.1,31
2.7,62
NA,47
1.6,27
2.9,26
2.9,72
2.7,33
NA,22
3.3,55
2.4,49
2.7,76
2.4,54
3.8,21
NA,70
1.9,82
2.3,50
3.25,46
NA,31
2.3,41
2.4,50
2.7,29
2.7,40
2,75
2,71
3.4,26
1.7,43
2.8,42
2.6,60
1.5,72
3.4,49
3.2,27
2,61
1.4,73
NA,59
3.5,48
3.2,61
2.5,47
1.5,64
1.9,43
3,20
3,53
3.5,18
NA,36
2,39
2,64
2.8,29
1.5,50
NA,71
1.6,54
1.4,40
4,24
3.55555555555556,36
NA,59
2.7,35
3.1,37
2,37
3,24
2,50
3.4,19
2.3,57
3.1,48
2.1,55
2.6,63
3.6,73
2.1,59
4,24
2.3,80
2.9,21
2.1,47
3.6,33
NA,68
1.9,43
3.5,23
2.7,45
3.2,35
NA,21
2.1,66
2.9,64
NA,45
1.5,42
1.2,61
1.7,54
1.9,50
NA,25
2,71
2.3,61
1.7,59
2.3,42
2.1,76
3.3,33
NA,38
2.5,62
2.9,73
2.75,45
2.4,37
2.5,29
3,30
1.6,34
2.9,58
NA,22
2.1,42
3,60
2.4,40
1.1,38
2.7,48
2.8,46
3.5,50
2.9,46
1.9,66
1.8,69
1.4,36
2.2,33
2.9,29
2.3,29
2,36
3,29
1.4,43
3.9,43
2.1,33
