PSS10_avg,Dem_age
2.1,31
2.6,56
2.6,65
3.5,35
1.9,20
3.7,21
1.7,67
3,41
2,55
1.8,58
3.2,33
2.5,27
2.6,48
2.8,47
3.1,21
2.4,26
1.9,54
3.2,20
NA,30
2.6,72
2,22
2.8,66
3.1,49
3.1,63
2.5,50
3.6,23
3.2,34
3.2,35
2,32
2.8,24
3.1,64
2.5,21
2.6,32
3.1,53
2.2,46
2.2,39
1,39
2.4,63
2.6,46
3.2,53
3.8,53
3.7,56
3.1,45
3.1,36
2.6,54
3.1,19
3.3,48
1.7,55
1.8,32
3,18
2.9,56
3.4,55
3.3,28
2.7,49
2.8,54
2.7,64
2,46
2.3,27
NA,27
2.2,46
2.8,39
2.1,50
2.9,58
4,25
1.9,19
4,58
3.5,22
2.6,56
2.9,26
3.4,26
3.44444444444444,43
2,43
3.8,65
2.6,26
1.6,23
NA,66
3.9,26
3.2,65
2.2,57
2.8,66
3.2,36
3.2,48
2.8,30
3.3,47
3.2,47
4,22
2.5,34
1.8,28
3,47
2.8,38
NA,33
2.6,67
3.2,51
2.3,59
2.3,29
2.4,33
2.9,23
3.6,35
3.6,38
2.5,41
2.9,64
4.1,49
2.1,43
2.9,39
3.2,63
2.2,28
3,48
1.9,54
2.6,58
2.8,48
1.2,57
2.3,26
2.4,21
2.3,62
2.6,21
NA,30
3.8,46
3.8,18
3.8,56
4.1,25
2.1,48
4,55
1.7,49
2.7,21
NA,27
2.3,63
1.3,61
2.33333333333333,44
2.9,24
2,32
NA,35
2.66666666666667,36
2.6,54
2.8,32
NA,51
3.7,24
2.8,51
1.4,51
1.6,50
3.1,38
2.7,47
2.5,28
2.5,35
2.8,36
3.88888888888889,43
3.7,32
2.4,50
2,41
3.2,45
2.2,39
2,38
2.4,40
2.9,59
2.3,38
2.9,48
2.7,48
3.4,45
2.9,34
3.8,35
1.8,53
2.4,59
2.8,37
3.7,31
2.4,50
2.33333333333333,42
2.2,60
2.5,25
3,30
1.9,66
2.5,36
3.7,19
NA,30
2,46
2.4,18
3.4,43
1.7,21
3.6,26
2.7,63
2.7,38
3.6,44
2.3,23
2.11111111111111,58
2.5,46
1.3,67
2.5,70
2.1,49
2.1,30
3,39
2,66
NA,56
3,46
2.2,48
3,58
3.6,18
2.4,54
2.8,26
2.2,54
2.9,51
2.2,20
3.3,28
2.2,33
2.1,71
2.4,54
1.9,27
3,46
3.4,43
1.9,49
3.5,25
2.5,43
2.3,25
3.5,24
2.6,51
3.9,25
3.6,30
2.7,43
2.1,33
3.3,22
2.2,39
1.7,22
2.4,25
2.7,54
1.6,29
2,36
2.8,51
1.9,65
2.9,19
4.4,29
1.8,26
3,30
3.11111111111111,24
3.2,32
1.6,72
3.5,27
1.8,49
3,58
1.9,63
2.9,21
2.2,53
1.8,69
NA,26
2.6,55
2.9,29
3.4,31
4.2,40
3.1,22
2.6,39
1.6,34
2.9,58
NA,28
3.11111111111111,39
2.8,46
2.7,24
2.9,58
2.2,43
2.7,73
2.8,41
1.9,56
3.2,64
2,44
5,59
2.6,37
2.5,42
1.5,24
2.5,36
2.9,45
2.2,52
1.6,56
3.4,59
1.2,48
2.1,36
3.4,19
1.9,62
2.9,30
4.2,50
2.5,47
4.6,72
2.7,40
2.3,25
2.7,51
3.7,44
2.1,43
2,48
2.2,25
2.7,74
2.9,40
1,43
3.2,42
NA,19
3.2,38
2,58
2.9,33
3.2,50
3.3,36
2.1,35
1.2,35
NA,60
3,59
1.6,26
4.7,42
3.3,30
2.8,53
3.7,37
NA,22
2.5,19
3.5,45
2.6,39
2.8,18
2.6,64
2.9,41
2.7,53
3.6,51
1.4,72
3.9,49
2.4,22
3.2,23
3.5,44
3.1,26
1.3,38
2.8,53
3.3,46
2.8,48
3,25
4,20
2.2,42
NA,38
1.4,64
2.7,47
3.2,35
2.8,24
2.4,24
2.7,73
3,18
2.4,71
2.6,53
2.9,55
2.8,41
4,28
2.9,36
2.1,39
NA,55
2.7,34
2.5,43
1.9,49
2.6,30
3.5,27
3,30
4.4,22
2.9,53
1.8,27
4.1,39
3.2,41
2.7,44
2.6,39
2.4,56
2.8,41
2.5,36
2.8,41
3,47
1.7,38
1.5,30
2.1,52
1.875,40
2.1,44
2.6,35
2.1,18
2.8,32
1.8,33
NA,31
1.9,34
1.5,28
2.7,82
2.7,54
2,59
2.6,66
3.7,29
2.6,51
NA,47
3.3,36
4.5,18
2.7,70
2.4,25
NA,36
2,72
2.9,55
2,22
3.2,34
NA,51
3.9,29
2.6,34
2.3,45
2.6,26
3.1,43
3.7,24
4.4,37
2.9,42
2.1,57
3.2,39
2.8,47
2.5,26
1.6,65
2.2,44
2.7,31
2.5,22
3,28
3.7,31
NA,36
4.1,21
2.3,40
NA,27
2.9,27
3,48
1.7,19
2.5,28
2.4,18
2.4,43
2.9,25
2.1,42
2.7,40
2.7,53
1.9,37
2.1,34
2.1,68
2.8,30
3.1,40
2.3,40
1.6,50
2.6,38
2.6,28
2.4,32
3.7,24
3.3,32
2.3,33
3.1,21
2.5,30
1.4,40
3.8,31
3.3,43
1.4,56
2.2,56
2.2,28
1.6,32
1.5,29
3.2,37
2.2,25
1.8,53
3,46
NA,31
4.8,30
3.4,46
3.4,51
4.3,52
NA,76
3.1,51
3.7,23
1.6,56
3.8,59
2.6,42
NA,36
NA,60
NA,21
1.2,37
1.8,68
2.7,57
2,60
2.6,29
3.2,19
2.8,55
3.4,22
2.2,50
3.8,48
2.4,51
2.4,26
2,55
3.2,64
2.1,38
3.1,60
3.6,28
2.5,45
2.3,56
3.9,18
3.3,44
3.7,35
2.7,47
2.5,29
1.9,25
2,61
NA,34
3.1,76
1.5,72
3.2,19
3.8,48
2.7,59
2.7,30
2.6,28
2.9,32
2.2,58
3.4,45
3,64
2.5,68
2.4,45
2.8,29
3.4,60
3.2,61
1.6,45
2.4,47
4.2,33
NA,29
2.4,51
3.3,49
2.7,49
NA,35
NA,57
3,32
2.8,51
2,30
2.9,57
NA,48
3.8,44
2.8,30
2.3,61
2.2,53
3.1,21
2.5,26
2.2,34
2.2,65
4,57
1.4,46
3.3,21
2.3,32
2.1,68
1.7,40
3.3,44
3.7,41
4.4,54
2.6,27
4,32
2.3,48
NA,58
2.3,48
2.8,45
3.9,30
2,53
2.5,61
2,70
2.1,27
3.3,51
4.4,51
2.2,51
4,61
NA,66
2.5,51
2.8,44
1,61
3.1,23
3.3,46
1.8,29
NA,48
1.8,43
2.2,47
1.6,74
3.7,30
3.7,38
2.6,40
2.7,77
2.7,60
2.9,45
2.5,39
3.2,38
2.3,59
1.88888888888889,54
NA,50
3.4,51
2.2,27
2.1,51
3.3,56
1.2,73
3.1,37
2.8,55
2.5,58
2.9,39
2.7,36
3.3,46
2.9,27
2.14285714285714,48
3.3,35
3.4,44
2.7,44
3.2,57
2.9,31
1.9,65
2,64
3.1,52
1.9,27
2.2,56
2,45
2.1,48
2.1,28
2.8,50
3.7,48
2.7,26
3.3,49
2.9,31
3.6,46
2.4,55
3.4,50
2.7,28
2.3,32
2.2,44
NA,54
1.7,54
NA,40
2.66666666666667,61
2.6,63
2.2,34
4,49
3.6,37
2.9,24
2.9,22
2.83333333333333,18
NA,51
2.3,44
3.2,30
NA,41
1.6,67
1.9,58
3,20
2.5,57
2.9,24
3,43
2.8,72
3.1,28
2.2,45
NA,78
3,45
NA,49
2.7,25
3.8,25
4.1,44
1.6,59
2.5,42
1.7,42
4.3,26
1.6,53
2.5,56
2.8,47
1.55555555555556,54
2.2,58
1.9,63
2.7,56
2.7,30
2,68
2.3,44
3.5,44
3.7,42
NA,52
1.6,51
2.4,30
3,32
3,25
2.1,62
2,57
3.8,21
1.8,52
3.7,45
2.7,38
2.3,76
3.2,41
2.6,59
3.3,34
3.3,41
2.6,44
1,60
2.1,26
2.1,38
3,27
2.8,30
3,43
1.7,68
2.7,22
2.9,27
2.5,61
3.6,31
1.2,62
2.85714285714286,43
2.3,63
2.7,34
2.2,64
1.7,34
2.2,48
2.5,75
2.1,28
2.8,31
2.55555555555556,63
3.6,50
2.2,49
3.1,52
3.5,40
2.8,45
1.5,36
3.2,70
2.2,37
2.9,55
3.1,59
3.3,59
3.6,22
4.3,20
1.8,62
4.9,42
2.9,24
3.22222222222222,44
2.5,64
NA,50
2.9,36
2,25
2.7,59
2.6,58
2.8,32
2.4,33
NA,50
3,38
2.9,43
2.7,44
1.2,25
2,45
2.5,26
3.2,29
1.7,49
NA,21
2.7,32
2.5,54
2.8,60
1.7,61
1.4,59
2.6,52
3.5,57
3,45
3.6,21
2.9,35
4.6,23
3.4,33
2.2,51
2,44
2.8,25
3.7,39
NA,57
3.2,48
2.8,40
4.5,45
NA,25
2.1,62
3.1,61
2.5,35
3.3,55
3.7,21
2.6,29
1.4,47
2.3,39
4.6,30
NA,24
2.4,32
2.8,48
1.77777777777778,26
2.7,30
4.2,32
2.9,36
1.9,19
3.6,38
3.6,22
3.3,59
3.1,50
3.3,49
1.8,52
1.2,27
3.8,26
2.7,47
1.1,63
3.2,28
3.3,54
3.6,37
NA,44
NA,31
2.9,22
2.3,51
2.5,32
2.6,37
3.2,34
2.8,44
1.5,56
3.1,55
3.2,47
2.8,43
2.8,18
1.9,53
3.5,55
NA,25
2.4,28
2.9,39
4.2,29
2.6,19
2.5,39
2.2,26
2.3,51
2.7,49
2,39
NA,48
NA,47
2.55555555555556,37
1.9,52
2.4,44
2.2,27
1.7,41
1.7,37
NA,51
2,38
1.4,28
3.3,36
3.1,33
2.5,46
NA,44
NA,39
2.8,26
2.6,72
2.5,23
3.7,39
3.1,46
3.5,33
3.1,36
2,41
2,47
2.77777777777778,76
3,42
1.33333333333333,54
2,39
NA,44
3.5,44
2.7,22
2.4,60
2.1,27
2.7,49
1.3,48
3.11111111111111,53
2.4,35
2.5,41
3.5,22
3.8,20
1.8,67
4,40
3.4,28
2.6,50
3.2,35
1.8,33
2.5,26
3.44444444444444,45
3,24
3.6,41
3.2,40
3,34
2.6,34
3.1,55
4.1,38
NA,27
2.4,24
2.9,30
2.66666666666667,53
3.5,43
1.8,47
2.1,40
2.5,52
2.3,33
3.7,56
3.1,45
3.8,22
2.4,26
2.6,55
2.4,21
3.1,31
2.3,37
3.1,34
3,59
NA,52
2.7,33
3.9,47
2.1,45
1.8,41
3.14285714285714,59
NA,55
4.2,31
3.4,77
2.8,58
2.6,53
2,29
2.1,50
3,25
3.6,49
2,49
3.2,61
2.6,67
3.1,32
2.3,52
3.5,31
3.2,42
2.2,30
1.7,48
2.1,30
4,22
3,33
3.1,36
2.3,61
1.22222222222222,43
2.6,45
2.7,65
3.6,37
2.9,51
2.8,27
1.7,51
3.2,49
3.3,22
4.6,42
2.7,43
1.7,28
2.9,75
4.1,42
3.2,28
2.6,58
3.3,51
1.3,58
2.7,33
3,57
2.9,32
3.1,49
3.2,35
2.2,44
2.7,27
3.9,27
2.2,35
3,44
2,34
2.5,31
2.6,32
3,38
2.8,41
3.4,18
2.7,61
2.8,53
NA,39
2.7,29
2,49
1.3,62
1.6,66
2.3,25
2.6,36
1.5,18
2.7,52
2,44
2.1,53
2.4,60
2.9,19
2.9,39
3.4,31
2.8,31
2.7,56
1.5,57
3,52
3.2,34
1.4,21
3.2,58
4.1,27
3.5,36
1.9,45
3,47
3.3,27
2.4,58
3.1,46
3.5,59
2.2,30
NA,50
1.9,50
4.4,49
2.2,46
3.6,52
NA,52
3.4,19
2.5,57
2,38
1.9,20
1.2,34
3.8,55
2.5,50
2.8,32
2.7,51
2.3,28
2.7,31
3.1,30
1.1,35
NA,60
1.9,47
2.6,33
2.6,48
1.5,41
NA,20
3.4,19
1.8,55
3.1,49
3.7,58
2.1,29
3.4,25
3,49
2,34
3.9,28
NA,18
2.1,63
3.6,50
2.3,59
2.8,36
2.1,36
3.5,43
1.8,23
3.7,20
1.7,32
5,58
3.6,49
NA,57
2,24
3,42
2.5,67
2.6,61
2.4,44
2.5,56
2.3,26
3,31
1.7,29
NA,64
3.1,38
3.1,57
NA,28
2.9,57
2.6,39
2.9,47
1.9,74
3.5,42
1.9,60
4.5,28
3.1,51
1.4,47
2.2,37
3.2,37
2.2,46
4,39
2.5,46
3.4,44
NA,41
2.2,47
2.4,69
2.5,59
2.5,62
2.8,42
2.1,63
2.5,49
3.4,40
2.8,47
2.9,48
3,45
1.33333333333333,57
3.3,23
2.1,34
2.5,31
4.2,47
1.6,41
NA,29
3.5,44
3.1,32
2.3,22
3.33333333333333,57
1.9,62
3,32
3,42
1.5,66
3,38
1.6,56
2.6,51
2.3,30
1.6,57
2.1,72
2.1,43
3,39
3.3,35
3.3,33
2.5,62
2.7,36
2.1,29
1.3,59
3.5,44
3.1,62
3.7,38
2.9,36
3.9,44
2.3,52
1.8,43
4.1,25
1.7,54
1.8,44
2.8,48
2.1,59
2,57
3.2,45
1.3,45
4.2,27
2.5,48
1.7,56
1.77777777777778,35
3.4,30
4.1,20
2.2,30
2.6,43
2.7,24
2.1,21
1.7,60
2.1,19
NA,54
2.3,44
2.9,66
3.1,36
1.7,32
2.1,61
2.7,57
1.8,76
1.9,22
2.4,57
3.2,26
1.5,45
2.8,53
4.8,55
3.2,37
3.4,45
3.5,56
4.1,38
2.6,55
2.9,41
2.5,56
2.2,47
NA,29
3.7,44
NA,47
1.6,53
3.5,58
NA,34
3.5,21
3,44
2.1,22
2.4,37
2.3,56
2.5,61
1.4,61
3.9,38
NA,36
2.2,60
1.11111111111111,59
2.8,56
2.5,46
1.8,45
NA,54
3,45
3.1,39
1.7,65
3.77777777777778,52
2.5,54
2.6,50
3,23
2.5,50
1.8,35
2.5,43
3.2,51
2.3,79
2,68
2.6,46
2.8,49
3.1,57
NA,41
1.8,58
3.4,40
2.9,25
3.1,35
2.8,55
3,26
1.7,64
3,32
3.2,52
2.8,47
1.5,68
1.8,75
3.8,31
3,51
3.7,68
2.2,49
3.6,19
3,58
2.9,29
1.9,33
4.1,39
3,55
1.6,69
2.6,45
3.4,21
2.9,31
2.7,57
2.2,61
2.3,51
2.57142857142857,55
NA,55
NA,46
4.1,28
2.8,51
2.1,37
3.6,36
2.8,35
3.77777777777778,58
3.9,48
1.6,67
2,22
3.2,25
2.4,27
4,35
2.7,66
1.9,48
NA,32
2.3,47
2,22
2.6,18
3,34
4.3,51
2.7,60
2.6,21
NA,23
2.1,59
1.1,58
2.3,61
1.9,27
2.8,47
2.7,46
2.3,42
1,53
1,49
2.5,55
NA,35
2.5,44
2.7,50
3.5,35
3.2,41
2.7,45
2.375,45
NA,75
3.2,30
3.5,38
2.7,45
3.1,37
3,21
2.7,51
3.1,41
NA,50
NA,65
2.1,44
2.9,59
3.2,37
4.2,32
3.5,22
2.9,48
3.1,25
2.6,54
3,63
3.1,50
2.6,53
1.7,42
2.9,22
3.1,34
3.4,68
2.3,40
4,32
2.2,56
1.9,53
2.2,46
2.4,44
2.6,63
3.1,54
3.6,18
3.8,44
2.2,28
2.2,52
NA,36
NA,47
3,40
3.1,48
2.8,37
2.3,52
2.6,69
3.4,43
3.7,25
4.2,58
3.5,27
2.7,55
2.8,25
3.1,34
2.3,35
4,36
2.7,42
3,24
NA,70
1.8,68
3.7,28
2.9,53
3.3,47
3.5,37
3.8,24
2,34
2.4,35
2.1,23
1.4,55
3.8,57
3.3,34
2.7,24
2.8,52
2.16666666666667,43
2.71428571428571,56
2.9,20
2.9,24
2.5,41
2.9,25
2.4,71
3.44444444444444,52
1.8,65
2.7,54
2.2,25
NA,36
3.7,36
3.3,36
2.4,21
1.4,24
3.7,40
2.1,60
2.9,21
3.7,50
2.5,33
3.1,66
2.9,37
1,49
2.4,20
3.5,53
2.9,40
2.3,25
2,29
2.3,23
3.1,53
4.2,44
3,55
3.22222222222222,47
2.6,52
2.2,45
2.9,66
1.7,55
4,20
2.9,37
3.2,40
3.1,26
1.7,49
NA,43
3.1,50
2.4,52
3.2,25
4.5,58
3.5,47
2.6,31
2.1,54
2.6,38
3.5,39
2.8,37
NA,46
NA,39
2.1,58
2.8,21
NA,32
NA,41
1.4,27
2.1,48
1.5,45
2.6,58
2.6,59
2.5,69
2.6,49
2.6,56
2.1,63
1.1,55
1.6,58
3.6,50
3.1,51
3.2,49
2.9,32
2.6,50
3.6,65
2.3,53
1.7,33
3.1,40
2.6,48
2.2,64
2.9,55
2.5,47
1.5,57
NA,25
4,46
4.7,62
2.8,50
2.7,43
2.8,28
1.6,35
2.8,33
2.7,23
2.8,49
2.4,43
3.8,45
NA,22
1.7,26
1.4,43
1.8,55
3.8,71
2.9,48
3.2,51
3.2,70
4.9,33
1.8,40
2.7,22
3.2,49
3.3,19
1.8,62
3.1,54
1.8,37
4.2,21
1.7,33
5,30
NA,58
2.6,39
NA,30
3.3,47
1.9,44
3.3,29
2.4,50
3.2,46
1.2,71
3.1,21
2.3,56
3,48
3.1,44
2.5,50
1.2,42
1.9,41
3.3,24
3.2,31
2.3,56
2.5,61
1,52
2.8,32
1.6,63
1.2,58
3.1,63
2.2,19
2.9,23
2.1,33
2.8,37
NA,35
4,29
2.6,48
1.8,22
2.2,73
3.4,31
2.8,36
3.1,29
2.8,55
2.4,35
2.6,71
2.2,55
4,38
2.8,61
2.5,41
4.5,23
2.8,55
3,25
3.4,51
2.6,50
2.2,24
3.8,24
2.8,52
2.6,30
1.8,51
2.1,22
2.4,51
2.44444444444444,24
2.7,43
3,54
1.8,23
NA,55
2.7,53
3.1,47
1.7,48
2.5,28
2.3,39
2.6,45
NA,38
1.9,61
2.4,49
3.5,37
2.6,42
1.5,52
4.6,34
3,59
3.4,38
4.1,45
2.6,45
1.2,37
2.8,69
3.5,52
2.1,62
2.8,20
3.2,21
NA,38
1.9,36
1.4,24
1.4,24
3.1,18
2.7,39
3.9,39
3.9,31
2.5,54
2.9,64
3.7,29
3.5,43
2.7,52
2.2,38
NA,52
3.4,50
3,57
2.9,56
2.7,42
3,37
2,44
4.4,37
3,65
2.2,72
1,64
3.6,27
3.7,38
1,63
2.1,34
NA,50
2.4,49
3.2,23
3,66
3.1,66
3.3,32
2.9,25
3.4,51
2.3,29
2.4,34
2.8,42
3.1,49
4.5,30
NA,32
3.1,37
2.3,29
NA,57
2.5,28
3,55
4.5,46
NA,35
2,66
2.9,18
2.6,26
4.3,33
3.4,30
2.8,29
1.3,51
2.7,58
2.7,32
4.1,39
1.3,20
3.6,18
2.4,48
2.7,41
NA,43
2.7,46
4.1,43
2.4,42
1.3,36
2.4,43
2.7,49
1.5,54
2,43
2,56
3.9,22
2.4,18
2.4,59
2.5,39
3.3,29
NA,45
3.5,51
4,39
1.8,31
2.2,35
2.8,29
2.4,52
2.2,56
2.7,26
3.1,25
1.9,32
1.8,57
4.3,27
2.9,22
2.9,55
NA,42
3.1,45
3.3,58
2.7,53
2.5,20
2.7,28
2.3,40
2.3,53
2.9,23
3.7,23
3.6,23
1.2,55
2.9,48
3,32
3.4,53
3.1,28
3.7,62
2.5,65
1.1,63
2.1,63
2.3,49
3.3,45
2.6,32
2,41
2.1,40
2.3,28
3.3,63
3.1,30
2.9,44
2.8,47
2.4,50
2.6,41
1.5,47
NA,31
3.2,40
2.5,61
1.9,30
1.8,48
2.9,34
NA,41
2.5,30
1.5,65
2.7,38
4.2,40
2,62
2.3,51
3.1,23
NA,25
2.8,26
2.7,31
NA,23
1.2,46
3.7,23
3,37
3.1,65
3.2,37
3.1,29
NA,23
3.5,43
2.4,60
3.3,56
2.6,45
3.1,31
2.8,21
2.3,45
2,58
1.6,42
2.1,40
2.2,18
2,68
4.7,50
3,56
1.3,32
2.5,24
2.4,50
4.2,18
2.1,32
3.2,45
1.7,43
3.7,33
3,19
4.8,28
2.1,29
2.9,56
2.5,66
3,26
3.1,41
3.1,49
2.7,60
2.8,30
2.5,37
3.6,36
3.2,32
3.6,39
2.28571428571429,58
NA,43
3.1,42
3.1,22
2.4,42
3.7,29
3,62
NA,29
3.2,45
3.9,34
2.9,66
1.4,62
2.8,53
3.1,62
2.1,30
2.9,39
2.4,39
2.3,44
2.8,48
3.2,61
2.3,37
2.9,43
1.4,66
NA,46
3.4,18
2.3,56
3.1,29
3.8,28
3.5,34
2.6,54
3,46
3.1,45
3.1,26
3,22
3,30
2.5,38
3,29
2.5,51
2.3,23
2.2,43
2.7,34
3.1,40
2.6,49
3.5,34
2.4,24
3.1,45
2.9,59
2,71
2.7,47
3.1,24
1.7,49
2.4,46
4.6,25
1.8,46
2.4,45
3.6,72
1.6,29
2.1,62
2.8,27
3.1,41
2,40
2,27
3,52
3.6,31
2.4,28
1.2,45
3.6,45
2.3,26
1.7,59
2.8,60
3.1,65
3.1,74
3.6,37
2.3,24
NA,49
2.4,49
3,53
2.2,37
2.3,34
2.3,37
1.1,83
2.7,38
1,43
1.8,68
2.8,38
3.7,50
2.1,57
1.9,49
2.5,58
4.4,47
2.8,30
1.88888888888889,59
1.6,71
1.7,40
2.1,67
2.2,60
2.2,69
2.2,40
3.2,58
3.4,21
2.5,21
1.7,50
3.9,28
NA,35
3.4,30
2.5,23
2.2,51
2.7,44
2.8,61
3.3,40
3.2,53
3,47
3.1,18
1.8,45
2.6,44
2.6,24
2.9,46
2.1,26
3.1,22
NA,23
2.3,38
2.2,33
2.2,32
3.7,33
3.3,50
2.9,53
4.1,28
2.1,54
2.9,64
2.8,64
1.9,64
3.2,41
1.2,56
2.5,23
1.9,55
2.4,35
5,42
1.6,49
2.8,27
NA,46
3.8,24
2.8,63
2.4,36
1.2,47
3,48
2.2,47
3.9,31
2.2,50
2.3,36
4,27
3.1,24
2.5,39
1.4,68
2.7,45
2.8,21
1.5,44
3.3,55
1.8,73
2.4,34
2.4,30
2.2,30
1.6,59
1.9,47
2.3,49
1.5,36
2.4,45
3.4,32
2,49
2.3,57
NA,50
2.4,28
2.4,27
3,24
3,55
3.7,43
1.6,67
1.5,21
2.5,39
2.6,56
2.6,36
2.8,60
2.8,53
2.7,25
1.6,32
1.7,54
3.1,29
2.5,47
1.8,51
3.6,43
4.3,51
2.9,54
2.8,63
3.6,54
1.4,63
4.6,54
3.2,57
4.8,48
2,24
2.375,45
2.9,59
4.4,30
1.4,49
3.4,31
2.7,50
2.6,33
2.4,46
2.9,33
3.6,34
3.4,19
2.4,54
2.2,55
2.9,43
NA,32
2.6,26
2.6,59
2,32
3.6,45
3.7,53
2.5,55
3.3,66
3.3,38
3.5,47
2.9,55
3.6,27
2.9,41
2.7,43
3.5,30
3.4,51
2.9,28
NA,42
3.8,38
2.9,43
2.5,28
2.5,28
2.6,46
3.1,55
2.2,22
1.5,40
3.7,30
2.3,74
NA,36
3.6,48
3.1,39
NA,48
2.9,56
3.5,24
1.4,39
3.3,51
1.9,59
NA,53
1.3,72
1.5,29
3.8,26
3.3,21
2.7,52
4,47
3.4,38
3.7,31
2.66666666666667,69
3.2,23
1.9,69
2.1,52
1.6,34
3.1,29
3.2,43
NA,39
2.8,23
1.7,27
1.9,43
2.66666666666667,53
3.5,30
2.7,22
2.2,64
2.77777777777778,45
2.2,44
3.4,29
2.4,51
3.4,36
2.3,45
2.4,40
2.6,47
1.6,54
3.6,35
2.11111111111111,25
2.8,30
1.5,51
1.2,73
2.2,28
1.9,44
3.3,31
1.5,23
3.3,54
3.1,54
2.2,42
2.5,59
2.8,46
3.3,48
1.5,22
4,26
2.1,46
2.8,54
2.11111111111111,64
2.1,46
2.7,59
2.88888888888889,20
NA,53
2.5,43
3.1,41
2.4,29
3.4,78
3,27
4.3,35
2.5,70
1.9,24
2.2,39
3.5,50
3.5,48
2,44
2.7,51
2.5,56
2.3,38
2.6,45
3,43
3.4,34
3.3,33
NA,26
2.9,41
3.5,43
2.2,34
2.3,55
2.7,55
2.9,45
3,41
2.8,41
1.9,63
3,57
2.3,34
2.5,45
3.2,36
2.1,50
1.9,69
3.6,43
2.6,36
2.9,54
4.22222222222222,31
3.7,40
2.1,34
3.6,35
2.9,26
NA,18
NA,47
1.6,26
3.2,30
1.4,45
1.1,64
3,45
3.1,45
1.9,53
3,39
2.8,36
2.8,32
2,22
4.7,46
2.6,41
2,29
3.3,28
3.7,36
2.8,35
3.2,59
2.6,44
2.8,31
3.5,42
2.8,48
4,49
2,37
3.6,21
3.2,34
2.6,24
3,35
1.5,25
1.8,64
2.6,50
3.8,39
2.2,43
2.5,33
1.3,46
3.4,36
2.7,27
2.66666666666667,30
2.3,46
2.1,31
2.3,49
2.7,64
1.4,44
2.7,30
3,22
3.4,21
2,54
2.2,41
2.3,28
3.8,44
2.2,74
2.8,34
3.1,43
1.7,59
3.9,20
2.7,36
3.66666666666667,36
1.5,46
2.7,40
2.9,38
NA,53
NA,48
1.9,35
1.9,41
2.7,43
2.3,37
2.5,64
1,61
1.1,50
3.4,23
1.6,77
3,24
3.5,43
2.7,32
3.3,59
1.5,41
3.8,31
2.4,55
2.8,44
2.4,45
1.9,46
2.6,25
2.5,40
1.7,66
2.7,50
2.88888888888889,56
3.3,21
1.8,46
3.9,37
1.8,19
2.9,42
2.3,38
1.9,32
1.9,71
2.6,64
3,29
2.8,52
2.2,40
3,41
2.7,44
1.2,59
2.1,51
2.2,28
2.8,35
2.6,47
2.9,36
2.2,56
4.6,62
3.4,34
2.9,39
2.4,48
3.4,57
4.3,61
3.5,57
2.8,69
1.8,69
3.2,42
3.9,24
1.7,49
1.8,56
1.7,50
1.8,24
2,49
3.3,42
2.3,54
NA,33
3.4,35
4.6,31
3.4,63
3,57
2.5,26
1.8,51
2.11111111111111,39
1.6,58
NA,29
3.6,49
1.1,48
2.5,60
1,56
2.7,47
3.7,52
3.5,26
2,69
3,48
2.2,63
1.9,55
3,42
3.4,37
2.2,64
3.8,27
2.3,50
2.8,68
3.3,69
2.8,54
2.4,46
2.4,43
2.8,70
3.2,51
3.1,42
2.2,73
2.2,54
2.4,23
1.5,37
2.6,38
3.4,33
3.1,54
2.5,47
3.5,60
3,28
2.2,56
2.3,54
3.7,44
NA,24
2.3,25
3.5,45
2.4,30
2.5,44
2.8,35
2.5,49
NA,54
3.5,36
2.5,59
2.9,54
2.9,35
NA,28
2.7,46
2.8,30
3.3,60
2.5,44
2.1,21
3.5,31
2.8,72
2.6,51
3.1,34
3,41
2.1,50
2.6,56
3,51
1.9,54
1.8,76
3.4,63
2.3,45
2.8,44
2.2,52
3.7,56
3,31
4.7,58
3,50
2.4,53
3,71
1.3,65
3.5,50
1.5,40
2.1,28
3.1,56
2.4,47
2.8,55
3.9,20
2.8,45
2.6,28
2.6,36
2.7,32
2.9,37
2.8,45
NA,34
3.7,44
3,44
3,32
2.6,60
3.2,71
3.1,47
2.6,52
NA,33
2,34
2.7,50
2.8,62
1.9,34
2,40
2.8,44
3.1,59
1.8,45
NA,30
4.8,44
3.8,18
1.25,74
2.6,53
2.3,43
NA,73
4.1,51
2.9,30
2.4,70
3.7,27
3.1,32
2.9,58
3,45
2.3,19
2.8,52
NA,18
3.3,25
1.9,46
3.2,62
1.6,36
2.8,57
1.7,60
2.9,45
2.4,69
2.6,54
3,67
1.6,41
1.9,57
3.5,54
2.5,31
2.5,65
2.8,40
3,33
NA,58
1.9,66
2.9,48
3.2,29
3.3,41
1.5,26
2.2,25
3.1,48
2.1,42
2.9,52
3.1,25
3,54
2.6,45
2.6,61
3,55
3.5,32
3.3,50
2.8,36
2.7,42
NA,36
2.9,36
2.8,52
2.9,45
2.4,53
3.1,61
1.77777777777778,51
1.7,52
3.3,28
2.7,54
3,34
3.3,31
2.4,60
2.4,51
2.1,45
3,30
2.9,60
2.9,59
NA,23
2.5,38
4.1,30
NA,20
1.6,32
2.1,34
2.4,64
2.3,43
2,70
2.9,51
3.5,47
1.6,65
3,28
3.4,30
2.2,64
2.5,24
3.7,44
2.3,42
4,37
1.22222222222222,61
3.5,52
2.7,42
3.1,39
3.1,49
2.4,34
2.2,64
2.8,41
2.9,48
